0,68529.14,27.26
1,99305.92,24.28
2,99306.51,24.34
3,99298.67,24.38
4,99310.25,24.38
5,99304.19,24.40
6,99306.83,24.42
7,99305.66,24.43
8,99292.36,24.44
9,99282.41,24.45
10,99273.03,24.47
11,99257.76,24.47
12,99244.14,24.48
13,99259.07,24.50
14,99250.42,24.52
15,99270.11,24.51
16,99232.61,24.52
17,99277.39,24.53
18,99284.98,24.54
19,99277.47,24.55
20,99223.66,24.56
21,99221.10,24.57
22,99212.50,24.56
23,99164.02,24.57
24,99185.92,24.58
25,99226.41,24.56
26,99211.72,24.58
27,99170.86,24.58
28,99140.92,24.58
29,99145.06,24.58
30,99120.50,24.57
31,99167.77,24.57
32,99201.07,24.57
33,99214.86,24.58
34,99181.13,24.58
35,99174.33,24.58
36,99118.09,24.58
37,99133.14,24.58
38,99136.11,24.56
39,99120.35,24.56
40,99133.35,24.57
41,99138.76,24.56
42,99145.55,24.56
43,99159.44,24.56
44,99156.88,24.54
45,99166.28,24.55
46,99163.64,24.55
47,99131.55,24.55
48,99029.69,24.54
49,99049.85,24.52
50,99043.28,24.51
51,99089.61,24.51
52,99079.24,24.50
53,99037.72,24.50
54,99053.01,24.49
55,99076.83,24.49
56,99083.67,24.48
57,99078.71,24.48
58,99092.71,24.47
59,99062.43,24.47
60,99048.88,24.46
61,99127.60,24.44
62,99133.47,24.42
63,99063.98,24.42
64,99016.80,24.41
65,99012.36,24.38
66,99042.88,24.39
67,98987.88,24.38
68,99022.33,24.37
69,99000.18,24.37
70,99020.19,24.35
71,99002.29,24.33
72,98983.60,24.33
73,98995.69,24.32
74,98974.47,24.31
75,98965.94,24.30
76,99008.71,24.28
77,99040.55,24.27
78,99028.40,24.26
79,99002.17,24.25
80,99003.56,24.25
81,98953.35,24.23
82,98960.88,24.21
83,99020.78,24.21
84,99002.16,24.20
85,98972.01,24.18
86,99005.16,24.17
87,99033.10,24.17
88,99007.63,24.15
89,99035.91,24.15
90,98989.36,24.13
91,98993.66,24.13
92,99024.47,24.12
93,98980.77,24.11
94,98999.46,24.11
95,98964.96,24.10
96,98932.96,24.09
97,98953.35,24.08
98,98935.88,24.07
99,98931.54,24.05
100,98962.50,24.05
101,98992.83,24.03
102,99009.91,24.03
103,98981.99,24.02
104,98964.74,24.01
105,98920.93,24.01
106,98914.72,24.00
107,98935.35,23.98
108,98879.21,23.97
109,98888.19,23.96
110,98856.86,23.95
111,98921.25,23.94
112,98946.27,23.93
113,98922.92,23.91
114,98921.11,23.91
115,98867.78,23.90
116,98874.30,23.89
117,98875.96,23.89
118,98883.95,23.88
119,98915.25,23.87
120,98925.82,23.87
121,98944.39,23.86
122,98947.43,23.85
123,98952.44,23.84
124,98948.52,23.84
125,98975.75,23.82
126,99021.35,23.82
127,99003.80,23.80
128,99003.30,23.80
129,98992.85,23.78
130,99016.87,23.77
131,99040.17,23.77
132,99043.99,23.74
133,99025.44,23.75
134,99063.33,23.74
135,99087.94,23.74
136,99082.61,23.72
137,99086.90,23.71
138,99073.66,23.70
139,99112.20,23.69
140,99129.28,23.68
141,99132.08,23.68
142,99114.36,23.66
143,99120.47,23.66
144,99185.63,23.65
145,99208.10,23.65
146,99193.78,23.64
147,99222.78,23.63
148,99219.92,23.64
149,99184.30,23.63
150,99205.11,23.63
151,99215.08,23.62
152,99205.71,23.62
153,99215.64,23.61
154,99267.78,23.59
155,99240.19,23.59
156,99252.42,23.59
157,99267.50,23.58
158,99268.50,23.58
159,99286.44,23.57
160,99295.65,23.57
161,99296.19,23.57
162,99307.11,23.56
163,99304.02,23.55
164,99304.57,23.55
165,99303.91,23.54
166,99303.90,23.55
167,99306.22,23.54
168,99306.64,23.53
169,99307.32,23.53
170,99303.46,23.51
171,99306.32,23.50
172,99304.33,23.50
173,99306.03,23.49
174,99307.38,23.49
175,99301.86,23.47
176,99305.44,23.48
177,99302.58,23.46
178,99303.57,23.46
179,99299.10,23.46
180,99304.60,23.46
181,99301.58,23.46
182,99302.95,23.46
183,99303.24,23.46
184,99303.57,23.46
185,99302.95,23.46
186,99302.96,23.45
187,99303.73,23.46
188,99302.12,23.46
189,99299.33,23.45
190,99299.66,23.45
191,99299.82,23.45
192,99303.72,23.47
193,99298.67,23.45
194,99302.80,23.45
195,99301.80,23.45
196,99300.03,23.45
197,99302.90,23.46
198,99299.33,23.45
199,99300.82,23.45
200,99300.92,23.46
201,99302.58,23.46
202,99300.25,23.47
203,99298.89,23.47
204,99302.58,23.46
205,99300.75,23.47
206,99300.71,23.47
207,99299.38,23.47
208,99299.55,23.47
209,99299.21,23.47
210,99300.04,23.47
211,99299.86,23.48
212,99300.32,23.48
213,99301.75,23.49
214,99301.20,23.47
215,99297.84,23.48
216,99299.66,23.48
217,99302.02,23.47
218,99301.08,23.49
219,99293.71,23.48
220,99297.78,23.49
221,99300.88,23.50
222,99294.48,23.49
223,99296.41,23.50
224,99297.01,23.51
225,99298.55,23.50
226,99300.53,23.50
227,99299.21,23.50
228,99299.66,23.51
229,99302.79,23.51
230,99303.61,23.51
231,99301.25,23.52
232,99301.42,23.52
233,99298.11,23.52
234,99302.24,23.52
235,99304.00,23.53
236,99297.12,23.52
237,99299.60,23.52
238,99301.52,23.53
239,99298.22,23.54
240,99298.22,23.53
241,99303.17,23.53
242,99298.55,23.53
243,99298.01,23.54
244,99296.07,23.53
245,99301.44,23.54
246,99297.39,23.53
247,99296.89,23.53
248,99300.94,23.54
249,99301.77,23.54
250,99302.80,23.54
251,99301.97,23.54
252,99306.07,23.54
253,99299.12,23.54
254,99300.88,23.55
255,99302.21,23.55
256,99303.85,23.56
257,99295.99,23.54
258,99297.69,23.56
259,99292.89,23.56
260,99287.55,23.55
261,99279.35,23.56
262,99273.67,23.57
263,99277.81,23.57
264,99288.27,23.59
265,99288.38,23.60
266,99286.23,23.60
267,99287.73,23.60
268,99288.32,23.61
269,99283.86,23.61
270,99285.02,23.61
271,99286.17,23.62
272,99287.77,23.62
273,99288.60,23.62
274,99284.90,23.63
275,99285.89,23.63
276,99288.60,23.63
277,99286.39,23.63
278,99284.46,23.62
279,99289.86,23.63
280,99293.33,23.63
281,99292.09,23.64
282,99286.89,23.63
283,99289.32,23.64
284,99292.67,23.63
285,99291.86,23.65
286,99289.28,23.64
287,99301.49,23.65
288,99297.97,23.65
289,99288.50,23.66
290,99283.82,23.65
291,99263.22,23.66
292,99266.41,23.66
293,99262.94,23.66
294,99254.30,23.66
295,99251.16,23.66
296,99207.05,23.66
297,99231.49,23.67
298,99290.86,23.66
299,99296.42,23.67
300,99298.36,23.67
301,99298.74,23.67
302,99293.52,23.65
303,99297.15,23.65
304,99289.33,23.66
305,99281.94,23.66
306,99291.25,23.65
307,99291.14,23.66
308,99289.11,23.64
309,99287.72,23.66
310,99295.39,23.64
311,99294.17,23.65
312,99296.21,23.64
313,99300.27,23.65
314,99300.77,23.63
315,99299.67,23.62
316,99299.72,23.61
317,99302.92,23.60
318,99300.78,23.60
319,99300.35,23.59
320,99297.41,23.58
321,99300.71,23.58
322,99293.56,23.56
323,99297.96,23.58
324,99301.49,23.56
325,99297.24,23.56
326,99302.71,23.55
327,99296.47,23.55
328,99290.95,23.54
329,99299.05,23.53
330,99301.69,23.53
331,99294.64,23.52
332,99305.16,23.53
333,99301.25,23.52
334,99298.00,23.51
335,99279.50,23.51
336,99286.78,23.51
337,99289.53,23.52
338,99288.47,23.53
